Member_number,Date,itemDescription,itemAisle
4452,17-06-2015,pastry,Bakery
4129,13-08-2015,chicken,Fresh meat
3523,11-09-2015,root vegetables,Produce
2128,02-11-2015,whole milk,Dairy
4867,02-03-2015,detergent,Cleaning Items
4762,30-10-2015,rolls/buns,Bakery
1632,29-05-2015,house keeping products,Cleaning Items
4018,17-11-2015,yogurt,Dairy
1722,13-07-2015,tropical fruit,Produce
1438,19-10-2015,tropical fruit,Produce
3958,27-10-2015,curd,Dairy
3292,13-09-2015,beef,Fresh meat
2861,23-02-2015,whole milk,Dairy
1757,24-02-2015,pork,Fresh meat
1509,30-12-2015,other vegetables,Produce
2364,05-11-2015,rolls/buns,Bakery
3084,26-10-2015,frankfurter,Deli
1850,17-02-2015,yogurt,Dairy
1949,17-03-2015,whole milk,Dairy
4740,10-02-2015,bottled water,Beverages
1072,23-10-2015,frankfurter,Deli
4196,07-09-2015,rolls/buns,Bakery
4814,13-09-2015,whole milk,Dairy
1514,28-02-2015,rolls/buns,Bakery
4584,25-10-2015,chicken,Fresh meat
2751,02-03-2015,tropical fruit,Produce
4155,24-09-2015,sausage,Fresh meat
4670,10-11-2015,sausage,Fresh meat
4566,27-07-2015,frankfurter,Deli
2371,30-08-2015,UHT-milk,Dairy
3442,14-11-2015,rolls/buns,Bakery
3090,27-09-2015,canned beer,Alcohol
1457,01-09-2015,yogurt,Dairy
4952,04-08-2015,whipped/sour cream,Dairy
3165,01-11-2015,rolls/buns,Bakery
2608,19-09-2015,rolls/buns,Bakery
2040,10-07-2015,beverages,Beverages
1327,08-09-2015,rolls/buns,Bakery
3363,01-07-2015,rolls/buns,Bakery
1731,09-09-2015,bottled beer,Alcohol
2760,08-02-2015,citrus fruit,Produce
3120,14-01-2015,bottled water,Beverages
1332,30-04-2015,pastry,Bakery
4530,09-12-2015,domestic eggs,Dairy
3145,23-02-2015,beef,Fresh meat
1099,13-08-2015,spread cheese,Dairy
3188,12-06-2015,tropical fruit,Produce
3748,13-10-2015,packaged fruit/vegetables,Produce
4655,31-03-2015,whole milk,Dairy
1827,05-01-2015,meat,Fresh meat
2485,17-02-2015,onions,Produce
4683,15-01-2015,frankfurter,Deli
4358,11-06-2015,beef,Fresh meat
1931,10-09-2015,beef,Fresh meat
2490,18-12-2015,sausage,Fresh meat
4842,12-08-2015,chicken,Fresh meat
4616,01-01-2015,canned beer,Alcohol
2810,22-09-2015,sausage,Fresh meat
2785,18-10-2015,tropical fruit,Produce
3591,20-07-2015,frankfurter,Deli
3896,09-10-2015,sausage,Fresh meat
3842,07-01-2015,beef,Fresh meat
2648,07-10-2015,tropical fruit,Produce
4688,10-02-2015,yogurt,Dairy
3511,26-08-2015,frankfurter,Deli
3084,09-04-2015,bottled beer,Alcohol
3810,05-07-2015,grapes,Produce
4348,26-02-2015,beverages,Beverages
3584,03-10-2015,curd,Dairy
2620,06-11-2015,ice cream,Frozen Dessert
2716,18-01-2015,sausage,Fresh meat
3797,08-10-2015,other vegetables,Produce
2976,06-02-2015,dessert,Dessert
2762,11-07-2015,decalcifier,Cleaning Items
3752,25-04-2015,canned beer,Alcohol
1659,30-11-2015,coffee,Beverages
4109,02-08-2015,berries,Produce
1542,08-07-2015,pork,Fresh meat
2068,06-07-2015,frankfurter,Deli
4509,14-06-2015,pork,Fresh meat
4646,14-06-2015,frankfurter,Deli
2122,04-07-2015,frozen dessert,Frozen Dessert
2730,15-06-2015,chicken,Fresh meat
1800,31-07-2015,vinegar,Baking
1456,18-09-2015,rolls/buns,Bakery
1138,09-02-2015,whole milk,Dairy
4104,06-12-2015,pork,Fresh meat
4985,28-02-2015,rolls/buns,Bakery
3181,13-12-2015,grapes,Produce
3178,21-10-2015,frankfurter,Deli
1688,11-10-2015,finished products,Bakery
1488,28-11-2015,onions,Produce
4975,05-08-2015,tropical fruit,Produce
4697,01-09-2015,other vegetables,Produce
4742,01-11-2015,ham,Deli
2640,22-04-2015,other vegetables,Produce
2548,25-12-2015,curd,Dairy
2825,29-12-2015,sausage,Fresh meat
2592,07-04-2015,canned beer,Alcohol
3622,28-12-2015,ham,Deli
4852,21-08-2015,packaged fruit/vegetables,Produce
1839,09-03-2015,meat,Fresh meat
2413,04-04-2015,whole milk,Dairy
2982,14-06-2015,canned beer,Alcohol
1981,31-10-2015,chicken,Fresh meat
4440,21-09-2015,rolls/buns,Bakery
3497,24-11-2015,pet care,Pets
3668,18-12-2015,root vegetables,Produce
4460,28-05-2015,pastry,Bakery
1335,16-01-2015,frankfurter,Deli
4303,12-07-2015,chicken,Fresh meat
3508,28-02-2015,frozen dessert,Frozen Dessert
1959,19-03-2015,citrus fruit,Produce
3856,03-06-2015,sausage,Fresh meat
3141,29-07-2015,root vegetables,Produce
4640,25-09-2015,root vegetables,Produce
4851,25-05-2015,bottled beer,Alcohol
3306,22-09-2015,frankfurter,Deli
2193,04-08-2015,root vegetables,Produce
1156,13-09-2015,berries,Produce
4596,04-08-2015,hamburger meat,Fresh meat
1245,10-08-2015,tropical fruit,Produce
1515,07-05-2015,frankfurter,Deli
2564,14-07-2015,frankfurter,Deli
4527,18-10-2015,soda,Beverages
2487,07-09-2015,ice cream,Frozen Dessert
3420,27-02-2015,beef,Fresh meat
4442,28-11-2015,whole milk,Dairy
3164,30-04-2015,pork,Fresh meat
3601,04-01-2015,whole milk,Dairy
3176,25-05-2015,bottled beer,Alcohol
2568,22-07-2015,pork,Fresh meat
1856,26-10-2015,root vegetables,Produce
3859,30-09-2015,canned beer,Alcohol
1668,21-08-2015,citrus fruit,Produce
4499,23-08-2015,pip fruit,Produce
1753,21-08-2015,root vegetables,Produce
3829,25-06-2015,tropical fruit,Produce
4825,01-08-2015,beef,Fresh meat
3694,11-10-2015,chicken,Fresh meat
4147,01-02-2015,citrus fruit,Produce
2196,10-09-2015,meat,Fresh meat
2229,22-05-2015,cream cheese ,Dairy
4724,09-03-2015,citrus fruit,Produce
3066,10-11-2015,specialty bar,Snacks
1120,06-08-2015,meat,Fresh meat
4769,22-08-2015,citrus fruit,Produce
4711,17-09-2015,frankfurter,Deli
2391,22-06-2015,citrus fruit,Produce
1216,03-04-2015,turkey,Deli
3154,14-05-2015,citrus fruit,Produce
3911,30-07-2015,sausage,Fresh meat
3111,15-10-2015,newspapers,Household Goods
1385,26-11-2015,whole milk,Dairy
1158,21-03-2015,yogurt,Dairy
2733,22-07-2015,yogurt,Dairy
4999,26-12-2015,bottled water,Beverages
2882,06-12-2015,berries,Produce
2590,25-06-2015,packaged fruit/vegetables,Produce
4249,08-04-2015,frankfurter,Deli
3012,05-03-2015,nuts/prunes,Snacks
1533,11-07-2015,citrus fruit,Produce
1667,01-12-2015,beef,Fresh meat
4323,13-05-2015,whole milk,Dairy
2087,22-02-2015,other vegetables,Produce
1853,31-05-2015,beef,Fresh meat
2157,29-10-2015,fish,Fresh meat
1136,29-10-2015,other vegetables,Produce
2049,10-07-2015,tropical fruit,Produce
3122,05-02-2015,coffee,Beverages
2245,15-05-2015,sausage,Fresh meat
4746,18-10-2015,meat,Fresh meat
4224,24-02-2015,chicken,Fresh meat
4219,19-03-2015,berries,Produce
2641,01-01-2015,frozen meals,Frozen Foods
3173,25-07-2015,whipped/sour cream,Dairy
2191,19-10-2015,beef,Fresh meat
4212,04-07-2015,chicken,Fresh meat
1902,12-01-2015,chicken,Fresh meat
1347,27-03-2015,beef,Fresh meat
1578,23-06-2015,packaged fruit/vegetables,Produce
1264,23-11-2015,sugar,Baking
4632,30-09-2015,frankfurter,Deli
3452,11-01-2015,berries,Produce
4822,02-10-2015,bottled water,Beverages
3987,18-06-2015,sausage,Fresh meat
1672,10-07-2015,whole milk,Dairy
4864,12-01-2015,ice cream,Frozen Dessert
3368,03-09-2015,frankfurter,Deli
1283,22-09-2015,root vegetables,Produce
4428,28-06-2015,sausage,Fresh meat
2577,25-10-2015,sausage,Fresh meat
1973,24-10-2015,beef,Fresh meat
3284,23-01-2015,fruit/vegetable juice,Produce
1905,19-05-2015,sugar,Baking
2226,03-09-2015,berries,Produce
1932,09-04-2015,yogurt,Dairy
4506,08-11-2015,pork,Fresh meat
1843,27-11-2015,bottled beer,Alcohol
3973,27-07-2015,curd,Dairy
1651,28-07-2015,beef,Fresh meat
3997,10-12-2015,pork,Fresh meat
4796,25-08-2015,white bread,Bakery
1245,24-09-2015,grapes,Produce
3579,17-08-2015,potato products,Dry and Canned Foods
4387,02-10-2015,root vegetables,Produce
2496,29-06-2015,chicken,Fresh meat
3590,28-03-2015,chicken,Fresh meat
2890,26-04-2015,fish,Fresh meat
1401,27-01-2015,canned beer,Alcohol
3297,21-05-2015,other vegetables,Produce
2867,23-12-2015,chicken,Fresh meat
1365,20-05-2015,other vegetables,Produce
2355,24-07-2015,tropical fruit,Produce
1170,19-03-2015,whole milk,Dairy
3554,21-03-2015,beef,Fresh meat
4171,26-01-2015,sausage,Fresh meat
3963,17-09-2015,whole milk,Dairy
3076,12-08-2015,rolls/buns,Bakery
1629,17-05-2015,citrus fruit,Produce
1366,30-05-2015,whole milk,Dairy
3677,29-07-2015,pastry,Bakery
2844,21-05-2015,tropical fruit,Produce
4509,28-09-2015,sliced cheese,Dairy
3245,05-11-2015,soda,Beverages
2294,22-06-2015,ham,Deli
1234,20-11-2015,salty snack,Snacks
3001,24-12-2015,whole milk,Dairy
3587,08-05-2015,root vegetables,Produce
2700,22-01-2015,soda,Beverages
3838,14-12-2015,curd,Dairy
4045,22-12-2015,bottled water,Beverages
1858,25-04-2015,packaged fruit/vegetables,Produce
2280,01-11-2015,tropical fruit,Produce
2454,04-06-2015,ham,Deli
4437,10-09-2015,pork,Fresh meat
1685,30-03-2015,beverages,Beverages
2349,26-02-2015,sausage,Fresh meat
1463,24-12-2015,sausage,Fresh meat
3470,19-02-2015,root vegetables,Produce
4914,29-11-2015,whole milk,Dairy
2448,31-08-2015,frankfurter,Deli
3387,05-10-2015,soda,Beverages
3167,11-04-2015,soda,Beverages
3175,17-03-2015,frankfurter,Deli
2678,21-09-2015,berries,Produce
4627,18-12-2015,canned beer,Alcohol
1773,17-10-2015,frankfurter,Deli
3100,23-05-2015,frankfurter,Deli
3232,29-05-2015,berries,Produce
3673,08-12-2015,frankfurter,Deli
4068,19-11-2015,newspapers,Household Goods
2340,10-07-2015,frozen fish,Frozen Foods
1930,03-01-2015,tropical fruit,Produce
3526,06-02-2015,beef,Fresh meat
1617,02-10-2015,rolls/buns,Bakery
1028,07-11-2015,specialty chocolate,Dessert
4440,12-01-2015,sparkling wine,Alcohol
3554,23-07-2015,citrus fruit,Produce
1632,15-12-2015,onions,Produce
1429,02-07-2015,whole milk,Dairy
1225,20-05-2015,photo/film,Household Goods
2509,15-07-2015,hamburger meat,Fresh meat
4945,08-02-2015,other vegetables,Produce
4342,18-03-2015,whole milk,Dairy
1832,28-09-2015,pork,Fresh meat
1518,21-06-2015,tropical fruit,Produce
1512,20-09-2015,chicken,Fresh meat
4818,20-03-2015,other vegetables,Produce
4686,19-08-2015,sausage,Fresh meat
4986,02-01-2015,whole milk,Dairy
2755,02-06-2015,rolls/buns,Bakery
4532,29-11-2015,hygiene articles,Personal Care
2070,16-08-2015,ice cream,Frozen Dessert
1894,05-09-2015,curd,Dairy
3473,25-01-2015,whole milk,Dairy
2140,28-09-2015,onions,Produce
3286,23-12-2015,finished products,Bakery
4729,04-08-2015,salt,Condiments and Spices
3204,20-02-2015,tropical fruit,Produce
1574,18-04-2015,other vegetables,Produce
3361,22-07-2015,chocolate,Dessert
1776,25-02-2015,ice cream,Frozen Dessert
2009,10-11-2015,tropical fruit,Produce
3479,24-03-2015,frankfurter,Deli
2394,22-11-2015,butter,Dairy
1337,25-12-2015,other vegetables,Produce
3574,13-06-2015,tropical fruit,Produce
1727,18-07-2015,citrus fruit,Produce
1016,10-05-2015,UHT-milk,Dairy
4326,21-01-2015,beef,Fresh meat
2212,22-09-2015,curd,Dairy
1990,08-01-2015,citrus fruit,Produce
3836,12-06-2015,yogurt,Dairy
4560,07-01-2015,bottled beer,Alcohol
1119,02-04-2015,grapes,Produce
1379,18-05-2015,pork,Fresh meat
1658,09-03-2015,sausage,Fresh meat
2948,16-06-2015,frankfurter,Deli
1273,05-04-2015,artif. sweetener,Baking
1155,27-12-2015,frankfurter,Deli
1672,02-05-2015,pip fruit,Produce
3841,04-02-2015,frankfurter,Deli
1683,20-08-2015,whole milk,Dairy
1774,08-07-2015,domestic eggs,Dairy
4441,17-06-2015,packaged fruit/vegetables,Produce
1929,05-02-2015,chicken,Fresh meat
1273,31-01-2015,pork,Fresh meat
2920,10-11-2015,citrus fruit,Produce
2467,18-04-2015,light bulbs,Household Goods
2678,28-11-2015,cream cheese ,Dairy
3423,06-02-2015,sausage,Fresh meat
4223,19-07-2015,citrus fruit,Produce
2846,23-09-2015,other vegetables,Produce
4103,26-07-2015,chicken,Fresh meat
4789,05-02-2015,ice cream,Frozen Dessert
4916,26-02-2015,pork,Fresh meat
2518,05-03-2015,pork,Fresh meat
2622,03-07-2015,onions,Produce
4321,29-01-2015,tropical fruit,Produce
2050,28-06-2015,whipped/sour cream,Dairy
2146,20-06-2015,berries,Produce
3938,26-05-2015,berries,Produce
1636,19-09-2015,rolls/buns,Bakery
4694,29-07-2015,ice cream,Frozen Dessert
2432,07-07-2015,coffee,Beverages
4937,18-05-2015,whole milk,Dairy
1293,03-01-2015,whole milk,Dairy
2883,17-02-2015,citrus fruit,Produce
2267,30-01-2015,beef,Fresh meat
3997,06-09-2015,pork,Fresh meat
4792,20-07-2015,turkey,Deli
2292,25-03-2015,margarine,Dairy
1018,23-05-2015,butter milk,Dairy
4922,13-02-2015,beef,Fresh meat
3151,25-09-2015,bottled water,Beverages
2517,07-04-2015,pip fruit,Produce
1499,17-05-2015,whole milk,Dairy
4993,21-01-2015,chocolate,Dessert
1606,11-11-2015,frankfurter,Deli
2918,08-10-2015,whole milk,Dairy
1815,13-01-2015,sausage,Fresh meat
4524,07-05-2015,grapes,Produce
1395,06-11-2015,brown bread,Bakery
3456,16-06-2015,root vegetables,Produce
1597,02-05-2015,UHT-milk,Dairy
2315,05-02-2015,onions,Produce
4095,29-09-2015,beef,Fresh meat
3680,24-11-2015,pork,Fresh meat
2847,23-11-2015,canned beer,Alcohol
3426,25-10-2015,yogurt,Dairy
4750,08-04-2015,yogurt,Dairy
1384,08-09-2015,pip fruit,Produce
3120,08-09-2015,meat,Fresh meat
1081,25-04-2015,coffee,Beverages
1171,05-05-2015,bottled water,Beverages
4932,07-08-2015,bottled beer,Alcohol
4189,09-11-2015,sausage,Fresh meat
4455,09-09-2015,shopping bags,Household Goods
2928,02-11-2015,pork,Fresh meat
4817,18-03-2015,frankfurter,Deli
4257,28-06-2015,ice cream,Frozen Dessert
4254,20-07-2015,root vegetables,Produce
4071,19-09-2015,sausage,Fresh meat
2109,28-10-2015,sausage,Fresh meat
1412,07-05-2015,root vegetables,Produce
4088,23-09-2015,canned vegetables,Dry and Canned Foods
4056,20-10-2015,tropical fruit,Produce
4441,05-05-2015,grapes,Produce
4363,07-01-2015,whole milk,Dairy
2107,27-11-2015,frankfurter,Deli
2941,23-02-2015,dessert,Dessert
1497,26-07-2015,shopping bags,Household Goods
2211,01-01-2015,butter,Dairy
3510,01-02-2015,frankfurter,Deli
4074,27-05-2015,pork,Fresh meat
3190,21-11-2015,whole milk,Dairy
2297,03-01-2015,brown bread,Bakery
3311,07-01-2015,frozen fish,Frozen Foods
3085,21-01-2015,soda,Beverages
3693,16-11-2015,whole milk,Dairy
4859,07-07-2015,pork,Fresh meat
2125,25-06-2015,whipped/sour cream,Dairy
2261,04-04-2015,frankfurter,Deli
3679,27-11-2015,grapes,Produce
4165,18-08-2015,sausage,Fresh meat
3538,03-01-2015,citrus fruit,Produce
3913,19-02-2015,ham,Deli
2336,14-04-2015,chewing gum,Snacks
3549,08-01-2015,beef,Fresh meat
4434,21-09-2015,beef,Fresh meat
2854,02-08-2015,other vegetables,Produce
3413,02-08-2015,frankfurter,Deli
1780,13-10-2015,canned fish,Dry and Canned Foods
2899,09-06-2015,sausage,Fresh meat
2106,13-08-2015,bottled water,Beverages
3929,30-07-2015,specialty cheese,Dairy
3857,10-01-2015,bottled water,Beverages
4459,18-12-2015,bottled water,Beverages
4551,28-07-2015,chicken,Fresh meat
4042,17-12-2015,frankfurter,Deli
2599,05-06-2015,chicken,Fresh meat
1045,25-11-2015,chicken,Fresh meat
4677,24-01-2015,butter,Dairy
1580,14-06-2015,citrus fruit,Produce
3269,10-07-2015,whipped/sour cream,Dairy
4368,29-01-2015,frankfurter,Deli
1111,20-11-2015,beef,Fresh meat
4841,13-09-2015,chicken,Fresh meat
3047,09-07-2015,sausage,Fresh meat
4349,14-03-2015,citrus fruit,Produce
3580,24-11-2015,ice cream,Frozen Dessert
2370,18-07-2015,specialty chocolate,Dessert
3094,28-06-2015,frankfurter,Deli
1146,09-12-2015,pork,Fresh meat
2287,16-12-2015,UHT-milk,Dairy
3911,23-08-2015,UHT-milk,Dairy
4891,19-04-2015,cookware,Household Goods
4837,12-02-2015,citrus fruit,Produce
4464,21-10-2015,sausage,Fresh meat
2940,18-10-2015,frankfurter,Deli
4972,02-06-2015,citrus fruit,Produce
4890,07-03-2015,ham,Deli
4295,17-07-2015,ham,Deli
2729,24-09-2015,bottled water,Beverages
1125,19-11-2015,popcorn,Dry and Canned Foods
1850,01-11-2015,tropical fruit,Produce
2928,22-09-2015,frankfurter,Deli
3717,30-05-2015,hamburger meat,Fresh meat
3809,24-03-2015,soda,Beverages
3437,02-02-2015,sausage,Fresh meat
1481,17-01-2015,yogurt,Dairy
1050,05-04-2015,meat,Fresh meat
2918,16-03-2015,red/blush wine,Alcohol
4499,08-08-2015,UHT-milk,Dairy
4117,01-06-2015,brown bread,Bakery
1630,22-05-2015,semi-finished bread,Bakery
3715,05-11-2015,whole milk,Dairy
3512,17-11-2015,cat food,Pets
1197,27-04-2015,citrus fruit,Produce
3958,03-04-2015,citrus fruit,Produce
4890,14-09-2015,meat,Fresh meat
3112,19-05-2015,rolls/buns,Bakery
4502,22-11-2015,root vegetables,Produce
4719,06-01-2015,tropical fruit,Produce
1516,28-01-2015,brown bread,Bakery
4281,18-10-2015,shopping bags,Household Goods
1566,30-04-2015,grapes,Produce
4641,29-11-2015,ham,Deli
2561,26-02-2015,root vegetables,Produce
2344,17-12-2015,ice cream,Frozen Dessert
2643,21-04-2015,tropical fruit,Produce
3236,04-09-2015,finished products,Bakery
4863,30-12-2015,dessert,Dessert
2264,01-12-2015,sparkling wine,Alcohol
3168,20-03-2015,other vegetables,Produce
1282,18-11-2015,misc. beverages,Beverages
2832,11-02-2015,other vegetables,Produce
3067,27-11-2015,misc. beverages,Beverages
1847,17-04-2015,dessert,Dessert
3525,14-02-2015,frankfurter,Deli
1231,14-10-2015,sausage,Fresh meat
3471,28-03-2015,meat,Fresh meat
2421,22-11-2015,sausage,Fresh meat
4092,14-06-2015,onions,Produce
1577,16-03-2015,beef,Fresh meat
3463,13-06-2015,pip fruit,Produce
3518,08-01-2015,ham,Deli
4325,14-10-2015,yogurt,Dairy
4947,18-11-2015,citrus fruit,Produce
2194,01-11-2015,other vegetables,Produce
2868,20-03-2015,pork,Fresh meat
3211,30-09-2015,bathroom cleaner,Cleaning Items
4537,01-01-2015,ham,Deli
2243,15-09-2015,grapes,Produce
2399,21-01-2015,pastry,Bakery
4133,22-01-2015,citrus fruit,Produce
2937,17-06-2015,photo/film,Household Goods
1029,14-03-2015,dessert,Dessert
4384,22-09-2015,citrus fruit,Produce
3756,22-07-2015,soda,Beverages
1646,19-06-2015,chewing gum,Snacks
3066,30-11-2015,root vegetables,Produce
1259,27-11-2015,pork,Fresh meat
2245,28-01-2015,turkey,Deli
3289,03-01-2015,tropical fruit,Produce
3742,22-08-2015,sausage,Fresh meat
4537,04-09-2015,sausage,Fresh meat
4531,29-09-2015,pork,Fresh meat
3764,10-05-2015,sausage,Fresh meat
1581,13-08-2015,grapes,Produce
2859,02-11-2015,grapes,Produce
2175,03-06-2015,other vegetables,Produce
1301,11-03-2015,pot plants,Household Goods
3465,11-01-2015,bottled water,Beverages
2203,27-06-2015,prosecco,Alcohol
2113,16-08-2015,UHT-milk,Dairy
3072,26-01-2015,bottled water,Beverages
2805,17-08-2015,rolls/buns,Bakery
2511,14-07-2015,specialty chocolate,Dessert
2120,26-01-2015,beef,Fresh meat
2346,24-04-2015,tropical fruit,Produce
2071,14-10-2015,beef,Fresh meat
2610,26-02-2015,rolls/buns,Bakery
3489,18-11-2015,berries,Produce
3458,13-08-2015,sausage,Fresh meat
4869,02-06-2015,chicken,Fresh meat
2580,04-11-2015,sausage,Fresh meat
3305,24-06-2015,shopping bags,Household Goods
3811,24-06-2015,canned beer,Alcohol
1782,16-08-2015,soda,Beverages
3050,04-07-2015,yogurt,Dairy
4924,14-09-2015,rolls/buns,Bakery
1480,21-11-2015,rolls/buns,Bakery
3508,15-08-2015,whole milk,Dairy
2545,18-11-2015,citrus fruit,Produce
3638,06-06-2015,citrus fruit,Produce
3971,30-12-2015,brown bread,Bakery
4536,04-06-2015,tropical fruit,Produce
2707,06-12-2015,frankfurter,Deli
1382,29-09-2015,coffee,Beverages
4648,14-09-2015,ham,Deli
2699,18-04-2015,other vegetables,Produce
3119,02-05-2015,sausage,Fresh meat
4695,09-09-2015,pork,Fresh meat
4778,24-08-2015,citrus fruit,Produce
3451,26-04-2015,tropical fruit,Produce
2221,16-12-2015,other vegetables,Produce
4217,23-11-2015,pork,Fresh meat
1334,06-07-2015,chicken,Fresh meat
2499,22-11-2015,root vegetables,Produce
3585,21-07-2015,citrus fruit,Produce
3161,11-08-2015,fruit/vegetable juice,Produce
2434,06-06-2015,beef,Fresh meat
4448,01-06-2015,frankfurter,Deli
4597,13-07-2015,frankfurter,Deli
4584,10-09-2015,beef,Fresh meat
1606,03-10-2015,ham,Deli
3323,11-12-2015,shopping bags,Household Goods
1308,14-03-2015,pork,Fresh meat
1331,10-07-2015,condensed milk,Baking
2386,30-01-2015,chicken,Fresh meat
3910,28-02-2015,sausage,Fresh meat
4274,08-01-2015,bottled beer,Alcohol
3101,21-01-2015,chicken,Fresh meat
4416,23-12-2015,finished products,Bakery
2375,12-09-2015,pork,Fresh meat
1819,09-09-2015,root vegetables,Produce
3981,10-02-2015,domestic eggs,Dairy
3553,06-01-2015,domestic eggs,Dairy
3846,28-01-2015,bottled water,Beverages
3037,23-02-2015,cling film/bags,Household Goods
3469,02-09-2015,other vegetables,Produce
1601,12-09-2015,whole milk,Dairy
4040,03-03-2015,sausage,Fresh meat
3926,06-07-2015,sausage,Fresh meat
4201,14-10-2015,tropical fruit,Produce
4274,30-09-2015,frankfurter,Deli
2665,13-04-2015,frozen potato products,Frozen Foods
3153,10-08-2015,frankfurter,Deli
2691,09-07-2015,frankfurter,Deli
4022,31-07-2015,chicken,Fresh meat
3716,11-10-2015,tropical fruit,Produce
4537,10-12-2015,bottled beer,Alcohol
4875,06-11-2015,citrus fruit,Produce
3822,25-09-2015,hamburger meat,Fresh meat
3609,12-12-2015,chicken,Fresh meat
4428,23-08-2015,pork,Fresh meat
3947,16-04-2015,rolls/buns,Bakery
2448,17-08-2015,bottled water,Beverages
2688,04-11-2015,sausage,Fresh meat
3764,24-07-2015,frozen potato products,Frozen Foods
4523,24-08-2015,frankfurter,Deli
3698,30-08-2015,sausage,Fresh meat
3898,21-08-2015,tropical fruit,Produce
1761,10-02-2015,bottled beer,Alcohol
2689,01-11-2015,bottled beer,Alcohol
1627,04-11-2015,rolls/buns,Bakery
4629,16-11-2015,citrus fruit,Produce
2790,30-12-2015,yogurt,Dairy
4496,23-01-2015,turkey,Deli
1934,27-02-2015,soda,Beverages
2513,02-12-2015,canned beer,Alcohol
3298,28-01-2015,canned beer,Alcohol
